item,n_i
8513,23
8514,24
8515,48
8516,24
8517,92
8518,43
8519,14
8520,24
8521,37
8522,6
8523,80
8524,17
8525,30
8526,12
8527,1
8528,18
8529,35
8530,12
8531,22
8532,18
8533,17
8534,82
8535,29
8536,14
8537,37
8538,8
8539,15
8540,11
8541,50
8542,20
8543,31
8544,17
8545,5
8546,35
8547,7
8548,9
8549,16
8550,17
8551,13
8552,1
8553,15
8554,11
8555,53
8556,4
8557,39
8558,69
8559,19
8560,20
8561,15
8562,12
8563,20
8564,13
8565,50
8566,73
8567,28
8568,14
8569,2
8570,22
8571,34
8572,26
8573,17
8574,26
8575,15
8576,18
8577,20
8578,9
8579,41
8580,43
8581,14
8582,42
8583,13
8584,70
8585,10
8586,43
8587,30
8588,35
8589,22
8590,30
8591,110
8592,16
8593,13
8594,48
8595,3
8596,7
8597,10
8598,15
8599,36
8600,39
8601,16
8602,59
8603,105
8604,33
8605,42
8606,38
8607,14
8608,94
8609,48
8610,13
8611,62
8612,13
8613,26
8614,14
8615,87
8616,14
8617,76
8618,28
8619,23
8620,41
8621,28
8622,31
8623,23
8624,24
8625,33
8626,16
8627,61
8628,32
8629,23
8630,11
8631,7
8632,17
8633,25
8634,27
8635,31
8636,11
8637,28
8638,26
8639,28
8640,17
8641,32
8642,10
8643,32
8644,7
8645,13
8646,65
8647,23
8648,32
8649,36
8650,3
8651,52
8652,10
8653,40
8654,24
8655,29
8656,16
8657,19
8658,8
8659,7
8660,24
8661,7
8662,28
8663,18
8664,13
8665,12
8666,41
8667,57
8668,31
8669,25
8670,40
8671,24
8672,8
8673,3
8674,35
8675,3
8676,53
8677,15
8678,16
8679,13
8680,24
8681,35
8682,48
8683,30
8684,54
8685,72
8686,61
8687,4
8688,15
8689,6
8690,23
8691,11
8692,41
8693,104
8694,3
8695,49
8696,15
8697,20
8698,16
8699,32
8700,56
8701,44
8702,20
8703,8
8704,13
8705,23
8706,35
8707,36
8708,78
8709,20
8710,44
8711,8
8712,11
8713,24
8714,35
8715,80
8716,73
8717,29
8718,9
8719,8
8720,17
8721,41
8722,12
8723,39
8724,16
8725,23
8726,18
8727,19
8728,24
8729,3
8730,24
8731,45
8732,17
8733,27
8734,53
8735,18
8736,9
8737,15
8738,24
8739,11
8740,24
8741,17
8742,13
8743,15
8744,25
8745,28
8746,17
8747,48
8748,6
8749,51
8750,8
8751,52
8752,42
8753,11
8754,28
8755,20
8756,28
8757,33
8758,37
8759,27
8760,38
8761,23
8762,23
8763,17
8764,51
8765,28
8766,23
8767,25
8768,53
8769,31
8770,39
8771,33
8772,106
8773,70
8774,36
8775,4
8776,12
8777,22
8778,26
8779,3
8780,141
8781,15
8782,14
8783,48
8784,30
8785,7
8786,22
8787,24
8788,20
8789,22
8790,8
8791,29
8792,18
8793,11
8794,28
8795,29
8796,26
8797,11
8798,20
8799,19
8800,4
8801,18
8802,27
8803,13
8804,52
8805,39
8806,31
8807,16
8808,147
8809,13
8810,16
8811,22
8812,21
8813,45
8814,16
8815,13
8816,24
8817,62
8818,44
8819,14
8820,23
8821,6
8822,16
8823,4
8824,11
8825,29
8826,17
8827,4
8828,13
8829,32
8830,33
8831,19
8832,13
8833,33
8834,22
8835,10
8836,8
8837,13
8838,14
8839,11
8840,15
8841,11
8842,66
8843,27
8844,6
8845,33
8846,10
8847,34
8848,29
8849,49
8850,16
8851,31
8852,39
8853,8
8854,13
8855,48
8856,60
8857,24
8858,7
8859,9
8860,10
8861,3
8862,75
8863,24
8864,18
8865,40
8866,23
8867,21
8868,28
8869,39
8870,8
8871,9
8872,38
8873,8
8874,19
8875,5
8876,15
8877,33
8878,8
8879,28
8880,33
8881,5
8882,11
8883,24
8884,10
8885,8
8886,33
8887,38
8888,16
8889,17
8890,14
8891,22
8892,17
8893,34
8894,8
8895,18
8896,15
8897,10
8898,29
8899,11
8900,15
8901,23
8902,5
8903,8
8904,19
8905,12
8906,24
8907,11
8908,39
8909,13
8910,76
8911,28
8912,14
8913,85
8914,37
8915,14
8916,20
8917,47
8918,24
8919,53
8920,5
8921,10
8922,13
8923,28
8924,21
8925,11
8926,14
8927,18
8928,15
8929,23
8930,21
8931,2
8932,53
8933,47
8934,37
8935,14
8936,26
8937,24
8938,5
8939,23
8940,4
8941,42
8942,13
8943,24
8944,2
8945,40
8946,5
8947,31
8948,23
8949,52
8950,9
8951,24
8952,7
8953,22
8954,18
8955,18
8956,16
8957,4
8958,10
8959,37
8960,14
8961,3
8962,54
8963,4
8964,16
8965,14
8966,48
8967,8
8968,8
8969,3
8970,44
8971,37
8972,13
8973,8
8974,4
8975,8
8976,47
8977,4
8978,38
8979,25
8980,5
8981,5
8982,6
8983,28
8984,55
8985,9
8986,24
8987,24
8988,5
8989,16
8990,22
8991,16
8992,27
8993,15
8994,25
8995,6
8996,25
8997,7
8998,50
8999,7
9000,8
9001,46
9002,19
9003,9
9004,36
9005,56
9006,59
9007,2
9008,30
9009,24
9010,37
9011,16
9012,35
9013,14
9014,10
9015,9
9016,23
9017,28
9018,18
9019,15
9020,14
9021,24
9022,58
9023,25
9024,11
9025,9
9026,23
9027,14
9028,13
9029,10
9030,36
9031,26
9032,21
9033,6
9034,24
9035,28
9036,18
9037,2
9038,39
9039,19
9040,21
9041,10
9042,6
9043,20
9044,20
9045,7
9046,14
9047,5
9048,26
9049,10
9050,38
9051,17
9052,9
9053,4
9054,2
9055,39
9056,21
9057,10
9058,6
9059,63
9060,23
9061,27
9062,1
9063,24
9064,16
9065,6
9066,26
9067,28
9068,37
9069,31
9070,51
9071,31
9072,44
9073,29
9074,15
9075,33
9076,33
9077,27
9078,20
9079,34
9080,12
9081,25
9082,3
9083,10
9084,11
9085,24
9086,44
9087,8
9088,24
9089,20
9090,39
9091,29
9092,26
9093,16
9094,22
9095,41
9096,14
9097,35
9098,5
9099,7
9100,5
9101,41
9102,24
9103,4
9104,4
9105,19
9106,18
9107,74
9108,14
9109,16
9110,24
9111,19
9112,6
9113,43
9114,6
9115,22
9116,39
9117,12
9118,15
9119,13
9120,9
9121,11
9122,36
9123,35
9124,1
9125,30
9126,19
9127,9
9128,28
9129,7
9130,21
9131,10
9132,20
9133,32
9134,2
9135,27
9136,8
9137,20
9138,7
9139,21
9140,25
9141,11
9142,11
9143,15
9144,27
9145,9
9146,9
9147,8
9148,4
9149,19
9150,22
9151,40
9152,22
9153,18
9154,15
9155,54
9156,28
9157,12
9158,2
9159,19
9160,9
9161,25
9162,5
9163,16
9164,5
9165,19
9166,4
9167,8
9168,16
9169,17
9170,70
9171,41
9172,27
9173,6
9174,26
9175,19
9176,43
9177,19
9178,15
9179,46
9180,13
9181,28
9182,59
9183,15
9184,75
9185,7
9186,22
9187,35
9188,19
9189,15
9190,35
9191,6
9192,26
9193,22
9194,14
9195,41
9196,11
9197,62
9198,15
9199,10
9200,7
9201,10
9202,5
9203,16
9204,4
9205,26
9206,6
9207,40
9208,51
9209,17
9210,20
9211,18
9212,7
9213,20
9214,2
9215,11
9216,5
9217,10
9218,44
9219,8
9220,19
9221,26
9222,4
9223,20
9224,39
9225,15
9226,34
9227,31
9228,44
9229,7
9230,44
9231,30
9232,17
9233,46
9234,31
9235,20
9236,28
9237,19
9238,19
9239,20
9240,8
9241,22
9242,47
9243,18
9244,11
9245,17
9246,23
9247,10
9248,66
9249,19
9250,27
9251,49
9252,3
9253,11
9254,15
9255,3
9256,20
9257,20
9258,13
9259,33
9260,7
9261,32
9262,13
9263,18
9264,82
9265,19
9266,24
9267,32
9268,4
9269,31
9270,23
9271,11
9272,7
9273,12
9274,23
9275,13
9276,11
9277,30
9278,30
9279,5
9280,3
9281,19
9282,14
9283,29
9284,33
9285,9
9286,54
9287,26
9288,19
9289,17
9290,25
9291,12
9292,4
9293,15
9294,11
9295,3
9296,41
9297,37
9298,27
9299,28
9300,13
9301,10
9302,19
9303,23
9304,46
9305,4
9306,19
9307,16
9308,17
9309,8
9310,13
9311,5
9312,8
9313,28
9314,24
9315,19
9316,20
9317,2
9318,1
9319,12
9320,8
9321,18
9322,58
9323,31
9324,9
9325,22
9326,14
9327,13
9328,29
9329,11
9330,27
9331,18
9332,27
9333,30
9334,13
9335,20
9336,32
9337,2
9338,15
9339,45
9340,49
9341,11
9342,50
9343,24
9344,2
9345,14
9346,8
9347,10
9348,23
9349,17
9350,24
9351,7
9352,10
9353,14
9354,25
9355,30
9356,23
9357,25
9358,17
9359,7
9360,15
9361,23
9362,30
9363,9
9364,3
9365,2
9366,11
9367,5
9368,15
9369,30
9370,23
9371,27
9372,14
9373,5
9374,38
9375,15
9376,6
9377,22
9378,16
9379,20
9380,12
9381,21
9382,26
9383,27
9384,12
9385,4
9386,7
9387,17
9388,1
9389,18
9390,6
9391,37
9392,17
9393,6
9394,25
9395,5
9396,31
9397,29
9398,4
9399,24
9400,27
9401,7
9402,27
9403,19
9404,22
9405,1
9406,5
9407,26
9408,15
9409,5
9410,17
9411,38
9412,13
9413,29
9414,18
9415,8
9416,2
9417,12
9418,6
9419,13
9420,11
9421,15
9422,9
9423,23
9424,6
9425,22
9426,41
9427,31
9428,9
9429,26
9430,26
9431,18
9432,56
9433,12
9434,8
9435,14
9436,17
9437,7
9438,40
9439,18
9440,15
9441,25
9442,5
9443,17
9444,29
9445,14
9446,12
9447,24
9448,2
9449,11
9450,32
9451,25
9452,9
9453,29
9454,21
9455,11
9456,2
9457,52
9458,19
9459,19
9460,30
9461,19
9462,19
9463,9
9464,12
9465,10
9466,27
9467,10
9468,11
9469,12
9470,20
9471,5
9472,19
9473,13
9474,4
9475,29
9476,28
9477,6
9478,24
9479,6
9480,4
9481,6
9482,28
9483,9
9484,21
9485,3
9486,24
9487,22
9488,10
9489,10
9490,38
9491,22
9492,3
9493,22
9494,21
9495,2
9496,54
9497,40
9498,21
9499,3
9500,11
9501,12
9502,5
9503,36
9504,10
9505,31
9506,21
9507,15
9508,27
9509,7
9510,56
9511,12
9512,6
9513,33
9514,3
9515,23
9516,22
9517,3
9518,14
9519,2
9520,21
9521,25
9522,11
9523,33
9524,8
9525,6
9526,7
9527,6
9528,33
9529,39
9530,15
9531,1
9532,12
9533,7
9534,5
9535,26
9536,9
9537,9
9538,3
9539,14
9540,21
9541,13
9542,3
9543,7
9544,6
9545,4
9546,6
9547,44
9548,21
9549,20
9550,14
9551,33
9552,31
9553,32
9554,6
9555,6
9556,35
9557,39
9558,27
9559,16
9560,9
9561,54
9562,9
9563,9
9564,14
9565,9
9566,14
9567,14
9568,10
9569,14
9570,25
9571,15
9572,5
9573,6
9574,30
9575,10
9576,2
9577,17
9578,32
9579,21
9580,1
9581,37
9582,14
9583,14
9584,25
9585,5
9586,26
9587,15
9588,4
9589,7
9590,22
9591,1
9592,49
9593,7
9594,22
9595,24
9596,39
9597,23
9598,4
9599,17
9600,8
9601,26
9602,16
9603,11
9604,3
9605,38
9606,3
9607,20
9608,12
9609,16
9610,71
9611,8
9612,6
9613,16
9614,6
9615,10
9616,2
9617,17
9618,12
9619,28
9620,21
9621,48
9622,4
9623,10
9624,4
9625,6
9626,3
9627,19
9628,17
9629,15
9630,21
9631,27
9632,12
9633,9
9634,12
9635,4
9636,51
9637,7
9638,7
9639,16
9640,14
9641,21
9642,16
9643,7
9644,27
9645,13
9646,41
9647,25
9648,18
9649,12
9650,26
9651,12
9652,3
9653,8
9654,5
9655,7
9656,42
9657,21
9658,2
9659,12
9660,25
9661,25
9662,15
9663,13
9664,12
9665,2
9666,19
9667,5
9668,6
9669,33
9670,25
9671,25
9672,11
9673,44
9674,12
9675,5
9676,8
9677,15
9678,17
9679,20
9680,3
9681,31
9682,9
9683,22
9684,26
9685,15
9686,32
9687,10
9688,7
9689,13
9690,9
9691,5
9692,36
9693,8
9694,17
9695,20
9696,51
9697,11
9698,35
9699,25
9700,14
9701,13
9702,2
9703,11
9704,9
9705,11
9706,4
9707,1
9708,18
9709,10
9710,3
9711,8
9712,4
9713,13
9714,7
9715,28
9716,9
9717,15
9718,7
9719,6
9720,7
9721,4
9722,5
9723,6
9724,17
9725,19
9726,17
9727,5
9728,23
9729,4
9730,17
9731,22
9732,16
9733,18
9734,7
9735,2
9736,1
9737,19
9738,16
9739,15
9740,20
9741,25
9742,8
9743,6
9744,19
9745,20
9746,15
9747,28
9748,19
9749,2
9750,19
9751,5
9752,16
9753,23
9754,21
9755,9
9756,8
9757,22
9758,7
9759,8
9760,3
9761,5
9762,4
9763,49
9764,11
9765,29
9766,13
9767,9
9768,3
9769,15
9770,7
9771,6
9772,12
9773,19
9774,2
9775,6
9776,13
9777,19
9778,2
9779,12
9780,9
9781,12
9782,17
9783,16
9784,2
9785,27
9786,6
9787,19
9788,29
9789,4
9790,16
9791,11
9792,13
9793,21
9794,22
9795,16
9796,12
9797,43
9798,9
9799,11
9800,32
9801,51
9802,20
9803,10
9804,11
9805,2
9806,5
9807,16
9808,13
9809,4
9810,5
9811,29
9812,19
9813,41
9814,15
9815,17
9816,12
9817,15
9818,9
9819,22
9820,34
9821,42
9822,9
9823,14
9824,6
9825,3
9826,14
9827,4
9828,1
9829,16
9830,13
9831,10
9832,12
9833,13
9834,7
9835,9
9836,6
9837,19
9838,10
9839,14
9840,15
9841,11
9842,15
9843,7
9844,17
9845,2
9846,8
9847,8
9848,10
9849,4
9850,7
9851,13
9852,13
9853,28
9854,4
9855,2
9856,1
9857,3
9858,28
9859,12
9860,4
9861,9
9862,10
9863,5
9864,15
9865,10
9866,5
9867,1
9868,2
9869,1
9870,22
9871,12
9872,17
9873,27
9874,6
9875,11
9876,11
9877,10
9878,7
9879,9
9880,10
9881,9
9882,20
9883,15
9884,13
9885,30
9886,10
9887,5
9888,3
9889,2
9890,11
9891,9
9892,13
9893,2
9894,39
9895,2
9896,6
9897,32
9898,8
9899,11
9900,34
9901,8
9902,5
9903,5
9904,15
9905,16
9906,13
9907,1
9908,11
9909,3
9910,5
9911,2
9912,3
9913,13
9914,8
9915,28
9916,14
9917,13
9918,15
9919,19
9920,50
9921,24
9922,5
9923,22
9924,5
9925,4
9926,14
9927,2
9928,7
9929,15
9930,4
9931,14
9932,2
9933,4
9934,15
9935,10
9936,6
9937,11
9938,14
9939,17
9940,4
9941,5
9942,1
9943,3
9944,10
9945,3
9946,2
9947,18
9948,5
9949,20
9950,15
9951,5
9952,13
9953,5
9954,42
9955,33
9956,15
9957,23
9958,29
9959,24
9960,13
9961,1
9962,31
9963,3
9964,8
9965,12
9966,4
9967,3
9968,13
9969,3
9970,2
9971,23
9972,9
9973,5
9974,13
9975,2
9976,22
9977,11
9978,6
9979,13
9980,9
9981,2
9982,11
9983,23
9984,17
9985,16
9986,21
9987,5
9988,15
9989,8
9990,6
9991,11
9992,27
9993,8
9994,20
9995,2
9996,10
9997,13
9998,7
9999,12
10000,4
10001,26
10002,14
10003,11
10004,10
10005,11
10006,9
10007,7
10008,10
10009,18
10010,15
10011,11
10012,13
10013,5
10014,18
10015,4
10016,17
10017,14
10018,3
10019,34
10020,5
10021,14
10022,5
10023,6
10024,3
10025,15
10026,19
10027,12
10028,6
10029,24
10030,16
10031,4
10032,6
10033,3
10034,7
10035,24
10036,11
10037,13
10038,8
10039,4
10040,1
10041,8
10042,10
10043,7
10044,11
10045,24
10046,11
10047,24
10048,5
10049,7
10050,12
10051,10
10052,7
10053,8
10054,5
10055,5
10056,11
10057,3
10058,14
10059,7
10060,6
10061,7
10062,8
10063,4
10064,29
10065,32
10066,6
10067,19
10068,10
10069,16
10070,16
10071,3
10072,6
10073,27
10074,3
10075,3
10076,22
10077,7
10078,41
10079,6
10080,15
10081,20
10082,14
10083,1
10084,13
10085,16
10086,2
10087,5
10088,12
10089,29
10090,3
10091,11
10092,19
10093,39
10094,23
10095,16
10096,7
10097,2
10098,5
10099,10
10100,3
10101,6
10102,17
10103,9
10104,5
10105,33
10106,7
10107,18
10108,15
10109,3
10110,18
10111,33
10112,15
10113,4
10114,18
10115,52
10116,10
10117,7
10118,5
10119,6
10120,25
10121,5
10122,6
10123,12
10124,15
10125,22
10126,4
10127,3
10128,9
10129,17
10130,9
10131,14
10132,21
10133,10
10134,9
10135,8
10136,35
10137,3
10138,12
10139,15
10140,10
10141,12
10142,12
10143,8
10144,5
10145,3
10146,6
10147,6
10148,25
10149,4
10150,8
10151,17
10152,11
10153,7
10154,1
10155,23
10156,25
10157,8
10158,2
10159,14
10160,12
10161,3
10162,20
10163,13
10164,11
10165,3
10166,3
10167,8
10168,28
10169,22
10170,3
10171,2
10172,15
10173,7
10174,2
10175,34
10176,7
10177,3
10178,4
10179,3
10180,9
10181,8
10182,8
10183,11
10184,7
10185,11
10186,2
10187,4
10188,7
10189,2
10190,12
10191,2
10192,16
10193,5
10194,16
10195,2
10196,11
10197,4
10198,12
10199,16
10200,1
10201,3
10202,5
10203,14
10204,9
10205,6
10206,2
10207,6
10208,2
10209,9
10210,3
10211,11
10212,4
10213,6
10214,14
10215,23
10216,5
10217,10
10218,4
10219,2
10220,4
10221,9
10222,16
10223,10
10224,5
10225,17
10226,11
10227,2
10228,9
10229,11
10230,6
10231,1
10232,18
10233,5
10234,8
10235,3
10236,13
10237,32
10238,7
10239,9
10240,7
10241,11
10242,5
10243,3
10244,3
10245,4
10246,8
10247,4
10248,2
10249,23
10250,6
10251,10
10252,4
10253,11
10254,1
10255,18
10256,8
10257,1
10258,4
10259,9
10260,7
10261,9
10262,9
10263,5
10264,12
10265,10
10266,15
10267,10
10268,3
10269,21
10270,9
10271,8
10272,7
10273,3
10274,7
10275,6
10276,15
10277,2
10278,15
10279,5
10280,4
10281,12
10282,15
10283,3
10284,9
10285,9
10286,4
10287,12
10288,7
10289,6
10290,12
10291,7
10292,3
10293,20
10294,4
10295,2
10296,10
10297,7
10298,13
10299,12
10300,1
10301,2
10302,1
10303,2
10304,13
10305,11
10306,10
10307,5
10308,19
10309,2
10310,5
10311,7
10312,4
10313,1
10314,11
10315,2
10316,12
10317,4
10318,7
10319,9
10320,4
10321,7
10322,8
10323,12
10324,3
10325,4
10326,6
10327,6
10328,1
10329,7
10330,15
10331,4
10332,10
10333,4
10334,4
10335,15
10336,17
10337,4
10338,8
10339,4
10340,8
10341,13
10342,8
10343,6
10344,6
10345,12
10346,11
10347,23
10348,4
10349,10
10350,2
10351,1
10352,6
10353,5
10354,4
10355,9
10356,6
10357,3
10358,11
10359,38
10360,2
10361,3
10362,3
10363,11
10364,5
10365,1
10366,6
10367,5
10368,2
10369,4
10370,3
10371,5
10372,3
10373,5
10374,3
10375,9
10376,3
10377,7
10378,7
10379,17
10380,1
10381,14
10382,16
10383,6
10384,7
10385,1
10386,6
10387,7
10388,5
10389,11
10390,2
10391,16
10392,3
10393,1
10394,5
10395,6
10396,15
10397,12
10398,4
10399,10
10400,13
10401,11
10402,2
10403,12
10404,1
10405,11
10406,3
10407,2
10408,2
10409,7
10410,3
10411,5
10412,4
10413,3
10414,4
10415,12
10416,9
10417,6
10418,7
10419,5
10420,15
10421,12
10422,6
10423,19
10424,9
10425,4
10426,6
10427,12
10428,3
10429,7
10430,9
10431,10
10432,2
10433,2
10434,5
10435,4
10436,13
10437,4
10438,26
10439,5
10440,13
10441,2
10442,20
10443,4
10444,5
10445,5
10446,5
10447,12
10448,4
10449,1
10450,4
10451,3
10452,10
10453,2
10454,8
10455,7
10456,11
10457,2
10458,11
10459,4
10460,3
10461,11
10462,5
10463,2
10464,14
10465,2
10466,6
10467,17
10468,3
10469,21
10470,14
10471,12
10472,1
10473,2
10474,3
10475,4
10476,4
10477,1
10478,9
10479,3
10480,1
10481,3
10482,10
10483,8
10484,4
10485,5
10486,5
10487,17
10488,6
10489,4
10490,17
10491,3
10492,6
10493,4
10494,4
10495,4
10496,3
10497,9
10498,11
10499,9
10500,2
10501,24
10502,11
10503,1
10504,6
10505,3
10506,6
10507,1
10508,3
10509,6
10510,18
10511,15
10512,4
10513,2
10514,5
10515,4
10516,4
10517,2
10518,18
10519,17
10520,9
10521,4
10522,1
10523,5
10524,12
10525,2
10526,18
10527,2
10528,3
10529,3
10530,14
10531,4
10532,8
10533,6
10534,4
10535,8
10536,8
10537,3
10538,5
10539,2
10540,3
10541,3
10542,11
10543,19
10544,5
10545,1
10546,10
10547,5
10548,12
10549,2
10550,3
10551,1
10552,2
10553,7
10554,3
10555,4
10556,3
10557,3
10558,3
10559,1
10560,4
10561,6
10562,8
10563,2
10564,14
10565,7
10566,2
10567,11
10568,9
10569,5
10570,3
10571,3
10572,3
10573,3
10574,4
10575,6
10576,2
10577,13
10578,3
10579,5
10580,5
10581,3
10582,4
10583,3
10584,4
10585,5
10586,1
10587,6
10588,5
10589,3
10590,6
10591,9
10592,6
10593,1
10594,4
10595,3
10596,2
10597,13
10598,1
10599,3
10600,4
10601,5
10602,11
10603,6
10604,8
10605,3
10606,11
10607,1
10608,4
10609,2
10610,8
10611,11
10612,6
10613,5
10614,7
10615,4
10616,1
10617,3
10618,2
10619,4
10620,5
10621,3
10622,3
10623,7
10624,1
10625,1
10626,4
10627,12
10628,7
10629,6
10630,1
10631,4
10632,7
10633,2
10634,5
10635,13
10636,2
10637,4
10638,5
10639,2
10640,5
10641,2
10642,12
10643,5
10644,2
10645,4
10646,3
10647,10
10648,4
10649,1
10650,23
10651,2
10652,3
10653,8
10654,1
10655,4
10656,1
10657,8
10658,6
10659,4
10660,14
10661,4
10662,9
10663,6
10664,4
10665,15
10666,8
10667,8
10668,12
10669,6
10670,4
10671,3
10672,17
10673,3
10674,9
10675,4
10676,3
10677,4
10678,7
10679,7
10680,5
10681,3
10682,3
10683,7
10684,8
10685,4
10686,2
10687,2
10688,7
10689,3
10690,14
10691,2
10692,4
10693,6
10694,6
10695,6
10696,2
10697,3
10698,3
10699,1
10700,4
10701,1
10702,2
10703,4
10704,15
10705,3
10706,4
10707,8
10708,6
10709,5
10710,3
10711,7
10712,6
10713,1
10714,2
10715,4
10716,13
10717,1
10718,2
10719,2
10720,6
10721,5
10722,4
10723,3
10724,9
10725,2
10726,2
10727,4
10728,1
10729,3
10730,1
10731,3
10732,8
10733,1
10734,3
10735,8
10736,1
10737,3
10738,1
10739,1
10740,5
10741,1
10742,4
10743,3
10744,2
10745,4
10746,4
10747,2
10748,8
10749,2
10750,1
10751,5
10752,4
10753,3
10754,2
10755,3
10756,10
10757,12
10758,1
10759,2
10760,6
10761,1
10762,2
10763,1
10764,3
10765,9
10766,3
10767,5
10768,1
10769,3
10770,5
10771,2
10772,9
10773,3
10774,1
10775,2
10776,3
10777,2
10778,3
10779,5
10780,7
10781,1
10782,7
10783,3
10784,7
10785,2
10786,6
10787,1
10788,2
10789,2
10790,2
10791,3
10792,1
10793,3
10794,6
10795,8
10796,2
10797,8
10798,6
10799,1
10800,3
10801,8
10802,6
10803,14
10804,4
10805,2
10806,4
10807,2
10808,1
10809,3
10810,4
10811,5
10812,2
10813,1
10814,4
10815,3
10816,15
10817,3
10818,3
10819,5
10820,2
10821,3
10822,6
10823,2
10824,5
10825,3
10826,3
10827,5
10828,4
10829,3
10830,3
10831,4
10832,7
10833,5
10834,2
10835,5
10836,4
10837,1
10838,3
10839,3
10840,3
10841,1
10842,3
10843,4
10844,2
10845,2
10846,1
10847,3
10848,3
10849,2
10850,5
10851,3
10852,2
10853,2
10854,3
10855,3
10856,2
10857,4
10858,1
10859,3
10860,4
10861,3
10862,3
10863,3
10864,2
10865,4
10866,5
10867,3
10868,1
10869,4
10870,3
10871,1
10872,3
10873,5
10874,4
10875,3
10876,7
10877,7
10878,1
10879,5
10880,1
10881,2
10882,4
10883,2
10884,2
10885,2
10886,1
10887,3
10888,2
10889,2
10890,5
10891,2
10892,3
10893,4
10894,3
10895,5
10896,1
10897,2
10898,6
10899,2
10900,4
10901,2
10902,3
10903,1
10904,3
10905,4
10906,1
10907,3
10908,3
10909,8
10910,3
10911,3
10912,1
10913,3
10914,1
10915,6
10916,3
10917,1
10918,1
10919,2
10920,1
10921,2
10922,1
10923,1
10924,1
10925,3
10926,2
10927,2
10928,1
10929,3
10930,1
10931,2
10932,3
10933,1
10934,1
10935,3
10936,2
10937,2
10938,4
10939,1
10940,1
10941,3
10942,3
10943,2
10944,2
10945,7
10946,1
10947,2
10948,1
10949,5
10950,1
10951,5
10952,2
10953,2
10954,5
10955,1
10956,1
10957,1
10958,6
10959,4
10960,1
10961,4
10962,1
10963,1
10964,1
10965,1
10966,4
10967,1
10968,2
10969,1
10970,3
10971,3
10972,2
10973,3
10974,8
10975,1
10976,3
10977,2
10978,1
10979,1
10980,2
10981,2
10982,1
10983,6
10984,1
10985,1
10986,2
10987,2
10988,1
10989,3
10990,2
10991,1
10992,3
10993,4
10994,1
10995,2
10996,1
10997,1
10998,4
10999,3
11000,1
11001,1
11002,3
11003,1
11004,1
11005,3
11006,1
11007,2
11008,2
11009,1
11010,3
11011,1
11012,2
11013,3
11014,4
11015,1
11016,1
11017,3
11018,1
11019,1
11020,1
11021,1
11022,1
11023,1
11024,3
11025,3
11026,3
11027,3
11028,2
11029,1
11030,1
11031,1
11032,3
11033,1
11034,3
11035,1
11036,1
11037,1
11038,2
11039,2
11040,2
11041,1
11042,3
11043,1
11044,2
11045,3
11046,3
11047,1
11048,1
11049,2
11050,2
11051,1
11052,1
11053,1
11054,2
11055,1
11056,1
11057,2
11058,1
11059,2
11060,3
11061,2
11062,2
11063,1
11064,1
11065,1
11066,1
11067,2
11068,1
11069,3
11070,1
11071,1
11072,1
11073,1
11074,2
11075,1
11076,1
11077,2
11078,1
11079,1
11080,1
11081,1
11082,1
11083,1
11084,1
11085,1
11086,1
11087,1
11088,1
11089,1
11090,1
11091,1
11092,1
11093,1
11094,3
11095,1
11096,1
11097,1
11098,2
11099,2
11100,1
11101,1
11102,1
11103,1
11104,1
11105,2
11106,1
11107,1
11108,1
11109,1
11110,1
11111,1
11112,1
11113,1
11114,1
11115,1
11116,1
11117,1
11118,1
11119,1
11120,1
11121,1
11122,1
